0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.9543624,0.90605175,0.8565574,0.81907606,0.7918489,0.95533067,0.9051293,0.8704649,0.81459343,0.7837976,0.9523666,0.9107295,0.86043906,0.8327504,0.7878873,0.94908273,0.9102057,0.8641226,0.8316775,0.7832561,0.95636964,0.9039965,0.8663841,0.8174789,0.7834963,0.95226836,0.9067363,0.8641712,0.824489,0.78817976,0.9523493,0.9012246,0.8688067,0.82069784,0.79286367,0.9525988,0.90998447,0.8649516,0.8308732,0.78677773,0.94924355,0.9092681,0.8632458,0.82856584,0.78543025,0.95305496,0.90606666,0.8654329,0.82001334,0.7969409,5
0.95353436,0.9015313,0.8610071,0.8188292,0.779593,0.9530633,0.9064953,0.8638505,0.8196199,0.7841999,0.9506759,0.9011887,0.86182994,0.82058555,0.7911068,0.9519289,0.9026898,0.86254823,0.82179654,0.7779775,0.9569731,0.90327257,0.86525196,0.8240571,0.7833344,0.9517896,0.89926714,0.85960454,0.8212046,0.7878732,0.95275223,0.90697247,0.8626642,0.82418215,0.7875434,0.9516087,0.90579116,0.8652706,0.8186723,0.7780512,0.94914603,0.9030947,0.8601682,0.8240871,0.7739142,0.95387393,0.90707386,0.86278844,0.8198982,0.7811502,5
0.9520463,0.91302896,0.8672142,0.8247738,0.8021065,0.95281565,0.908866,0.8718787,0.8288726,0.78818065,0.9538607,0.9073629,0.86512506,0.8306251,0.78152806,0.9492485,0.9129129,0.8688913,0.8267871,0.7958924,0.9545678,0.91140956,0.8676455,0.82811534,0.79495263,0.95098275,0.91026074,0.865316,0.83158076,0.7926376,0.957081,0.9124387,0.8712327,0.8313331,0.7961487,0.9533045,0.909807,0.8634922,0.8301367,0.7913991,0.95402014,0.9051313,0.876966,0.8238877,0.7924325,0.9548108,0.9121519,0.8669517,0.82695115,0.7854311,5
0.9617722,0.93053055,0.89704293,0.8642571,0.8287721,0.96512854,0.9227285,0.8999951,0.8660255,0.83964723,0.9609983,0.93077207,0.8933642,0.86337334,0.83736444,0.9627792,0.9245671,0.891492,0.87009966,0.8343331,0.96170473,0.92754656,0.8920996,0.8615049,0.8315992,0.95629376,0.9279093,0.8912395,0.8600617,0.83825415,0.9625129,0.9236695,0.89517117,0.8630367,0.8292661,0.9603699,0.92938364,0.895455,0.85678965,0.8337079,0.96638334,0.9257889,0.8933083,0.8686853,0.83981353,0.96376926,0.92692477,0.8905915,0.8679813,0.8401767,5
0.95970345,0.9229271,0.8777275,0.85371256,0.83461523,0.96246386,0.92385346,0.8871788,0.8509229,0.8198035,0.96093315,0.9228292,0.8951531,0.86035573,0.83037347,0.96181333,0.92299205,0.89209694,0.84363717,0.82703537,0.9633027,0.92314357,0.8862154,0.8572926,0.82508475,0.9592924,0.92263734,0.8840792,0.8543892,0.8291867,0.96223307,0.9226391,0.8924275,0.8521675,0.82119787,0.9597854,0.9238332,0.87873757,0.8562453,0.81555367,0.9584394,0.91970766,0.89159834,0.8516128,0.81533253,0.96203315,0.9196554,0.89114887,0.85828245,0.8401099,5
0.9558783,0.91366935,0.8813286,0.84086657,0.81917566,0.95496845,0.9201897,0.87607294,0.8419244,0.8109797,0.95498717,0.9289125,0.87955093,0.8490615,0.8065307,0.95561504,0.91805434,0.8774656,0.8475502,0.8068377,0.96340865,0.9154445,0.88247037,0.84559,0.80587804,0.9593626,0.910483,0.8861413,0.85065806,0.8108374,0.95434153,0.9193335,0.87150633,0.8344269,0.82634604,0.9604954,0.92089707,0.8716572,0.8548771,0.8297127,0.9586178,0.92529535,0.88446414,0.8399455,0.8033161,0.95867336,0.9210545,0.88101983,0.84416187,0.8317266,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.9211866,0.85127187,0.7831715,0.7257648,0.6694236,0.91464466,0.8457402,0.786061,0.72299695,0.68757904,0.91815245,0.8435328,0.7856159,0.72396207,0.6741259,0.9207971,0.83529747,0.7810064,0.7328575,0.6943653,0.91693085,0.8528837,0.79463786,0.7246217,0.66979617,0.92187196,0.84928966,0.78383774,0.73233765,0.67879456,0.919919,0.84772563,0.78750306,0.7326695,0.68692875,0.9194792,0.84294283,0.7825983,0.7354731,0.68552595,0.92028517,0.8457159,0.78573364,0.7284649,0.66838276,0.91964066,0.8411954,0.77797055,0.72818756,0.6744808,5
0.8885568,0.805565,0.7143256,0.651654,0.5882858,0.88898444,0.80576164,0.71582085,0.6545241,0.5910891,0.8875305,0.79588526,0.733468,0.6537007,0.584049,0.9007656,0.8093964,0.7182133,0.6526376,0.5991555,0.8931199,0.7986536,0.7246922,0.6515054,0.5898087,0.8953778,0.80088294,0.7159568,0.6450817,0.5942727,0.89047146,0.8044534,0.72212946,0.6440194,0.59304154,0.8919463,0.8013463,0.7207952,0.6498402,0.59169835,0.8943599,0.80686975,0.7233658,0.6438032,0.5951508,0.8914337,0.8042687,0.7314264,0.64808995,0.59133977,5
0.91415125,0.8359656,0.7722027,0.70867425,0.6477406,0.9094279,0.8361022,0.7798226,0.7024026,0.6536228,0.91089326,0.83156157,0.7778484,0.70402026,0.6571822,0.9146823,0.8332445,0.7724689,0.7056685,0.6428895,0.91706556,0.82678854,0.76540315,0.7075812,0.6404607,0.9187035,0.835439,0.76397455,0.70451236,0.6425703,0.90697175,0.83588934,0.77783096,0.7021532,0.6528899,0.9132305,0.8449447,0.7675662,0.7059228,0.65450466,0.91696143,0.84375525,0.7683648,0.69919986,0.6650342,0.9221858,0.8408586,0.76796,0.71296936,0.64763576,5
0.8888984,0.79039854,0.6987262,0.62322944,0.5761115,0.8854205,0.7790339,0.70779836,0.6272677,0.57342273,0.8815362,0.7779084,0.6928404,0.6447916,0.5713619,0.88171744,0.7900496,0.6966754,0.6236988,0.57405627,0.88754815,0.77964973,0.6976088,0.64055383,0.5707898,0.89034265,0.7874669,0.699227,0.63289636,0.57586026,0.88640165,0.78153473,0.7138813,0.63996375,0.57836694,0.8885262,0.7806489,0.70462275,0.6340106,0.56370896,0.88420165,0.7780204,0.7081298,0.6306335,0.57255965,0.8821789,0.78722155,0.6837858,0.6386737,0.55863,5
0.91004777,0.8434309,0.76883245,0.7105288,0.66105425,0.9110536,0.82912403,0.7735158,0.7115025,0.65649176,0.9184925,0.835216,0.76199377,0.70169604,0.66458476,0.91434646,0.8324044,0.76183873,0.7029358,0.6662337,0.91577834,0.83559513,0.7732616,0.70560825,0.657231,0.91396546,0.8382046,0.787248,0.70400566,0.65719116,0.91100323,0.83462656,0.76807815,0.7133756,0.66105103,0.90908724,0.8310237,0.77514297,0.70350564,0.6641648,0.91070014,0.8321938,0.7762232,0.71066463,0.6605274,0.9112632,0.8299224,0.7712423,0.69882226,0.6636437,5
0.91549164,0.83594453,0.76041853,0.7038515,0.649296,0.91096634,0.8295128,0.7502147,0.7040094,0.6514992,0.9084997,0.8329298,0.7674719,0.70722747,0.65510297,0.90954053,0.8304647,0.76797587,0.6961105,0.64032423,0.91213465,0.83269364,0.76605886,0.70791346,0.6456628,0.90986735,0.82654583,0.75943416,0.6996816,0.6472423,0.91125286,0.8336289,0.76556253,0.70451677,0.6366935,0.90891904,0.8332708,0.75378877,0.703746,0.65683246,0.913339,0.8298686,0.76069856,0.7087447,0.6473122,0.9132032,0.82767266,0.75573504,0.6968457,0.63946694,5
0.925745,0.8566763,0.79133785,0.72359383,0.67632455,0.9268823,0.85438895,0.7860784,0.74349433,0.685089,0.9202543,0.85370153,0.7943646,0.7455338,0.69458157,0.92301524,0.853987,0.7994118,0.7375568,0.69323885,0.9227938,0.8487872,0.8000915,0.7349651,0.68961674,0.91968906,0.86121154,0.7950052,0.7330558,0.6750169,0.9262778,0.85710263,0.79606736,0.74098206,0.6915642,0.9245866,0.8587475,0.78477657,0.7360522,0.68587667,0.9288132,0.8562515,0.7979607,0.7279733,0.6906832,0.9184201,0.8557183,0.796168,0.7515043,0.68276757,5
0.8724258,0.78040254,0.69155484,0.60872376,0.5371382,0.875191,0.7707935,0.68057567,0.6299338,0.5692388,0.8776518,0.77814484,0.6885552,0.6226428,0.5653078,0.8803165,0.7794036,0.68901134,0.6222078,0.56179166,0.8766429,0.7716006,0.68485534,0.62320775,0.5601152,0.871059,0.7779191,0.6875454,0.6128299,0.54439163,0.88148135,0.7666996,0.6980241,0.6167626,0.56013626,0.8781204,0.77758974,0.69903594,0.6270112,0.5635462,0.8814286,0.77710783,0.69340044,0.6071103,0.55468225,0.87745756,0.78232795,0.693249,0.629308,0.5479629,5
0.9046826,0.84559256,0.7917153,0.7261211,0.7159618,0.9092299,0.8482158,0.7935575,0.7485367,0.71173424,0.91468585,0.8399129,0.801185,0.7531836,0.6998862,0.9161329,0.8537506,0.785784,0.7613992,0.70793235,0.918918,0.84341884,0.784371,0.732569,0.7049514,0.9042649,0.8409526,0.78271323,0.7341018,0.697853,0.9146939,0.8390993,0.7837773,0.7492385,0.6895227,0.9067219,0.84954375,0.7859253,0.7515587,0.693945,0.9155063,0.8417427,0.779732,0.7328605,0.69697607,0.91475207,0.844828,0.7829288,0.7474957,0.7161427,5
0.9060024,0.8315983,0.75022656,0.67673695,0.6059973,0.904857,0.8307052,0.7504687,0.6731478,0.60964656,0.9082998,0.82978904,0.7501385,0.6872254,0.6223912,0.9083619,0.8332919,0.746213,0.69740826,0.61436975,0.90557873,0.82569,0.7572491,0.67927176,0.6111825,0.9009227,0.8345537,0.753641,0.6854495,0.6165177,0.90420514,0.8308449,0.736812,0.6877569,0.6038502,0.90886986,0.8282746,0.7536799,0.6815383,0.6273365,0.905464,0.8200806,0.7475767,0.680192,0.6038044,0.90651643,0.82889193,0.7393106,0.69594365,0.62966335,5
1.0126314,1.0355072,1.0574632,1.0848324,1.1336557,1.015521,1.0337598,1.0579541,1.0910889,1.1318117,1.0143695,1.0353235,1.0600125,1.088702,1.1339318,1.0154299,1.0379169,1.0617425,1.0927649,1.1278028,1.016557,1.0339772,1.0584555,1.0936254,1.1256249,1.012471,1.0343233,1.0587478,1.0817819,1.1337146,1.0163065,1.0326365,1.0590416,1.0976486,1.1275306,1.0152338,1.0336101,1.063828,1.0933713,1.1318454,1.0167278,1.0340102,1.05465,1.0954086,1.1302612,1.0132015,1.0292388,1.0620055,1.0897973,1.1298567,5
0.9405022,0.88545424,0.8320446,0.7762537,0.74075556,0.94256717,0.8802969,0.8440877,0.7888508,0.73946995,0.93996066,0.8845077,0.83193153,0.7784436,0.7416157,0.9369135,0.87952775,0.83018357,0.7869978,0.74606895,0.9411801,0.88607264,0.83172864,0.79044497,0.74735934,0.93902576,0.8866987,0.8333482,0.796415,0.7463981,0.94078434,0.88091123,0.8291657,0.7747902,0.74855846,0.9420717,0.88139445,0.83114994,0.7823566,0.739294,0.93975097,0.87956506,0.8304919,0.7958634,0.7391557,0.9373293,0.88376105,0.83386105,0.786235,0.7412457,5
0.93944645,0.8835836,0.84175396,0.7941612,0.73755145,0.94504434,0.8803217,0.8373591,0.77693003,0.7324531,0.9423018,0.880639,0.8318319,0.79143333,0.7416672,0.93941796,0.88816386,0.8372657,0.7952569,0.7366683,0.93531996,0.8784818,0.84605205,0.7766261,0.74278903,0.9425952,0.88721555,0.8397378,0.79316646,0.73632956,0.9376679,0.8850423,0.83969,0.7870506,0.74417025,0.94530004,0.88720095,0.8319965,0.787376,0.7410724,0.94434416,0.88152015,0.8410637,0.7770752,0.7486858,0.9330021,0.88807905,0.83125454,0.7798038,0.72793573,5
0.93850183,0.8808124,0.83017135,0.7821242,0.733469,0.9417667,0.8895328,0.82763356,0.7859916,0.736158,0.93713254,0.880788,0.8271739,0.77801967,0.73799074,0.9360241,0.87699443,0.8284722,0.7949177,0.7443167,0.9349094,0.8799088,0.82983345,0.7810951,0.7387732,0.9392593,0.8771756,0.829232,0.7876037,0.73524284,0.94046456,0.88421506,0.83338743,0.7775603,0.7371561,0.9422415,0.8784347,0.8303799,0.78747123,0.7353134,0.9358868,0.8779662,0.82472575,0.77953243,0.72900295,0.9396942,0.8774272,0.83183205,0.7823255,0.7438453,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,1.0869565,1.1814744,1.2842113,1.3958818,1.5172628,5
0.95358306,0.9084542,0.86856186,0.84173477,0.79609907,0.9551762,0.9076772,0.86620486,0.8403866,0.79259336,0.95540917,0.90359056,0.8659512,0.83289754,0.7996202,0.95242935,0.9058168,0.8681979,0.8395609,0.7939706,0.9479778,0.9046583,0.8684935,0.8248235,0.7994603,0.9544405,0.899974,0.86595154,0.82934237,0.7912756,0.95686376,0.911125,0.86774755,0.82368356,0.7949605,0.95513195,0.9060765,0.8684,0.8389687,0.80018675,0.95093244,0.9118324,0.86881053,0.8319649,0.7973153,0.9504327,0.9135342,0.8699034,0.8296051,0.79238033,5
0.9585596,0.91090447,0.86797243,0.8265365,0.7994457,0.9509977,0.9090204,0.86849445,0.837153,0.795063,0.9538116,0.9105062,0.8780211,0.8366774,0.79835546,0.9530553,0.90655255,0.8657167,0.8332872,0.78738254,0.9519115,0.9102145,0.8666102,0.8399565,0.79245096,0.9537215,0.9101933,0.8731946,0.82913876,0.79599786,0.95395,0.91287196,0.8736832,0.8358383,0.79227805,0.9502272,0.9058194,0.8702096,0.8224753,0.78920877,0.94851166,0.9132062,0.87042177,0.825458,0.80348086,0.9498014,0.90164334,0.87180585,0.8357899,0.7987097,5
0.9793111,0.9603734,0.94202155,0.9226117,0.9044606,0.9793395,0.9602697,0.941589,0.9226923,0.9036207,0.98000926,0.9604647,0.9413401,0.9232154,0.9049018,0.97969145,0.95983255,0.940888,0.9213902,0.90395564,0.9804722,0.96083033,0.94093394,0.92349696,0.9039717,0.9795922,0.95995605,0.94160587,0.9222186,0.90502656,0.9804264,0.9618505,0.9414276,0.9234621,0.9026786,0.9802111,0.96023524,0.94186926,0.9230528,0.9056214,0.98007977,0.96041954,0.9414664,0.92253923,0.9044686,0.97989625,0.9610727,0.94063765,0.9241747,0.903231,5
0.9859999,0.98152286,0.9929873,1.0050797,1.0350676,0.985393,0.9811082,0.98328066,1.0070413,1.0352051,0.98650956,0.9797577,0.9869465,1.006163,1.025293,0.9846251,0.98115844,0.98098123,0.99435437,1.041182,0.98492557,0.98054445,0.99394673,1.0010635,1.0341911,0.98557067,0.9806283,0.99370104,1.0099599,1.0366744,0.9935665,0.9811841,0.9872972,1.0043476,1.032095,0.9851896,0.9787471,0.98777694,1.0103681,1.0216252,0.9890044,0.97599524,0.99026984,1.001002,1.0236521,0.98348105,0.9783523,0.9910239,1.003871,1.0346067,5
0.8900846,0.79241705,0.6968005,0.6425645,0.5538723,0.88635814,0.80323374,0.7080944,0.63220316,0.576877,0.89135325,0.78904474,0.7127771,0.63169503,0.57937884,0.89083105,0.78823125,0.7117612,0.6311958,0.56510544,0.88680637,0.7929016,0.70875096,0.6394614,0.5608733,0.886453,0.7851633,0.7120791,0.64601535,0.56816196,0.88521045,0.7886654,0.70434535,0.61702764,0.56614697,0.88527155,0.8071443,0.70536625,0.6272198,0.5599689,0.8925639,0.79463595,0.7059167,0.63872665,0.5662967,0.88704777,0.7972954,0.7014266,0.64262265,0.5626826,5
0.9584966,0.9041338,0.8700106,0.8232415,0.79454297,0.95456004,0.91102797,0.8632412,0.8287339,0.79941684,0.9525588,0.902615,0.868936,0.8322794,0.81559443,0.95025456,0.90416694,0.86783564,0.8198916,0.796778,0.95151675,0.912706,0.8690725,0.83225703,0.79079497,0.95074004,0.91292477,0.87540567,0.8332252,0.7934058,0.9544087,0.9116381,0.87301517,0.8273049,0.7926822,0.95061904,0.9069042,0.8704563,0.8295068,0.7961277,0.95132935,0.9061755,0.87088305,0.83206546,0.79607654,0.9552538,0.9022166,0.8732678,0.82839113,0.7961593,5
0.9510749,0.90241367,0.86458206,0.8221927,0.78483284,0.9516484,0.9109728,0.85729873,0.8261414,0.79215366,0.95459235,0.9077034,0.86501765,0.82886153,0.78978276,0.95432556,0.9059695,0.8590432,0.8214978,0.7883706,0.95315,0.9115777,0.86463916,0.821943,0.78163064,0.95252883,0.908898,0.86624336,0.8234198,0.7805088,0.9493519,0.9096688,0.8645353,0.8229674,0.778075,0.95268476,0.9030639,0.86872834,0.81565493,0.7939919,0.9525577,0.91065013,0.8627036,0.81592166,0.78499126,0.9537649,0.90692765,0.85770684,0.82387954,0.78234285,5
0.9526446,0.90637124,0.8702492,0.82578194,0.7904663,0.9536778,0.9051172,0.86951834,0.8287264,0.7931337,0.9507976,0.9122143,0.86590856,0.8287889,0.79133415,0.9505842,0.9080328,0.8593591,0.8289335,0.79730314,0.9542134,0.90899014,0.8715876,0.8243372,0.78477687,0.95356023,0.9057699,0.86465204,0.82282007,0.79102135,0.9536942,0.9038754,0.871616,0.82891345,0.7892922,0.9526987,0.90141964,0.8621217,0.83177793,0.78166413,0.9511123,0.9080497,0.8607174,0.8188803,0.78368914,0.95358044,0.90385705,0.86185205,0.82969457,0.7874649,5
0.9509303,0.9143808,0.86857384,0.82284474,0.7935679,0.9507494,0.9072348,0.8603437,0.8213361,0.7887274,0.95336527,0.90713507,0.86457556,0.83066404,0.791063,0.9510466,0.91926897,0.8661371,0.82456154,0.8018113,0.94902396,0.9131459,0.8628186,0.833836,0.78902733,0.9541944,0.902761,0.8648307,0.8319428,0.79418063,0.94993883,0.9068165,0.87050366,0.83241695,0.78135246,0.9503752,0.91171426,0.863247,0.8275126,0.7892869,0.9535556,0.9098239,0.8589028,0.83718014,0.78711784,0.9510071,0.9029002,0.8671435,0.8425491,0.7876593,5
0.95639515,0.9065961,0.8648039,0.82932067,0.7879161,0.9550396,0.9055115,0.865934,0.8346781,0.7919004,0.9571898,0.9055423,0.86669713,0.83546364,0.7927516,0.95612836,0.9035826,0.8679136,0.8351686,0.79548323,0.9575429,0.91099423,0.8729341,0.8315948,0.79696184,0.9552118,0.9128525,0.86957693,0.83484775,0.7917292,0.9533565,0.9051327,0.8748842,0.82809323,0.79651606,0.95515496,0.910254,0.87300587,0.8354516,0.7838121,0.9505267,0.91127574,0.8720476,0.82627755,0.79276234,0.9530731,0.9138131,0.8685746,0.8249662,0.7993778,5
0.9530581,0.90291977,0.86074024,0.8290267,0.7964968,0.95296675,0.90834314,0.85965437,0.822678,0.78135157,0.95098776,0.904934,0.8627537,0.82125276,0.7897519,0.950103,0.9028945,0.8648176,0.8268067,0.78707284,0.94701934,0.90598106,0.86229473,0.8211503,0.8006137,0.9532291,0.90813375,0.87032664,0.82875896,0.7977588,0.9480699,0.9104934,0.86273545,0.82263434,0.8005044,0.94998324,0.9029765,0.86884546,0.8273346,0.7948024,0.9516148,0.9091511,0.86835873,0.8172042,0.7814585,0.95397043,0.9060718,0.8638199,0.81906205,0.7877207,5
0.94391775,0.8842399,0.85055536,0.79865795,0.75845146,0.94371325,0.8901513,0.8406321,0.7965604,0.74545515,0.9459004,0.8909499,0.8409553,0.8036106,0.742453,0.94077367,0.8925026,0.8536557,0.8019592,0.76040524,0.9465095,0.8937001,0.84448785,0.79880774,0.7563168,0.9441704,0.8945391,0.83852136,0.80405056,0.7566276,0.9434395,0.89486897,0.84696406,0.79485685,0.7528867,0.94754946,0.89324313,0.8381749,0.7895113,0.7649393,0.9491415,0.89951855,0.8446365,0.79751146,0.74852353,0.94258213,0.88993704,0.8407448,0.8064768,0.75281745,5
